Listagem de Produtos

Filtros Aplicados: «Estado Produto» = 'Normal' E «Código» > '0' 
Farmácia: Vitorino	Contribuinte:	516877160

Avenida Bernardo Santareno, 24

Cód.	Cod. Gr. Hom.	Designação	DCI	Forma Farmac.	Gen.	Desc. Grupo Homogéneo	Laboratório	Posologia	PVP	Titular AIM	Classificação
6560896	GH0000	GINIX PLUS GEL LIPOSSOMADO 40 ML	 	N.A.	NÃO	Não atribuido	Crefar Rep., Lda.	 	22,95	Azentis	NETT

7879239	GH0000	CONSECURA PENSO FLEX 35MM	 	N.A.	NÃO	Não atribuido	 	 	0,00	ConvaTec Limited	NETT

7879247	GH0000	CONSECURA PENSO FLEX 45MM	 	N.A.	NÃO	Não atribuido	 	 	14,90	ConvaTec Limited	NETT
Listagem de Produtos

Filtros Aplicados: «Estado Produto» = 'Normal' E «Código» > '0' 
Farmácia: Vitorino	Contribuinte:	516877160

Avenida Bernardo Santareno, 24

7879254	GH0000	CONSECURA PENSO FLEX 57MM	 	N.A.	NÃO	Não atribuido	 	 	14,90	ConvaTec Limited	Éticos

7879379	GH0000	CONSECURA SACO FECHADO OP 45MM	 	N.A.	NÃO	Não atribuido	 	 	44,70	ConvaTec Limited	NETT

7879387	GH0000	CONSECURA SACO FECHADO OP 57MM	 	N.A.	NÃO	Não atribuido	 	 	44,70	ConvaTec Limited	Éticos

6560995	GH0000	BABE FACIAL HIDRATANTE PLUS 50 ML	 	 	NÃO	Não atribuido	 	 	15,40	DERMOLUSA	NETT

6561019	GH0000	BABE CORPO GEL AVEIA 1 L	 	 	NÃO	Não atribuido	 	 	16,65	DERMOLUSA	NETT

6561043	GH0000	BABE CORPO CR ESTRIAS 200 ML	 	 	NÃO	Não atribuido	 	 	25,80	Trade Medic	NETT

6561050	GH0000	BABE CAPILAR SH CASPA 250 ML	 	 	NÃO	Não atribuido	 	 	12,40	Trade Medic	NETT

6561068	GH0000	BABE CAPILAR SH SUAVE 250 ML	 	 	NÃO	Não atribuido	 	 	11,60	Trade Medic	NETT

2976280	GH0108	MONONITRATO ISOSSORBITO MYLAN COMP RET 60 MG X 60	Mononitrato de isossorbida	Comprimido de libertação prolongada	SIM	Mononitrato de isossorbida | A102 | Oral | 60 mg | [21-60] unidades	Meda Pharma - Produtos Farmacêuticos, S. A.	Adultos: Novos doentes: 30 mg (metade de um comprimido), durante os primeiros 	8,78	Mylan, Lda.	Éticos
3145984	GH0000	INTRON A INJ 18 M UI KIT	Interferão alfa-2b	Solução injetável	NÃO	Não atribuido	 	 	173,40	MSD	Éticos

3241593	GH0000	LASA COMP 10 MG X 12	Famotidina	Comprimido	NÃO	Não atribuido	 	Adultos e adolescentes > 12 anos: 1 a 2 comp./dia (Dose máx.diária 2 comp). 	5,95	Aristo Pharma Iberia, SL	NETT
7336594	GH0000	NOVALAC HA1 LEITE 400 GR	 	 	NÃO	Não atribuido	Laboratórios Vitória, S.A.	 	10,80	LABORATORIOS VITORIA, SA	NETT

7336636	GH0000	NOVALAC AR1 LEITE 400 GR	 	 	NÃO	Não atribuido	Laboratórios Vitória, S.A.	 	9,45	LABORATORIOS VITORIA, SA	NETT

7336644	GH0000	NOVALAC AR2 LEITE 400 GR	 	 	NÃO	Não atribuido	Laboratórios Vitória, S.A.	 	9,65	LABORATORIOS VITORIA, SA	NETT

7336685	GH0000	NOVALAC AD ALIMENTO REG ADAPT DIARRE	 	 	NÃO	Não atribuido	Laboratórios Vitória, S.A.	 	9,99	LABORATORIOS VITORIA, SA	NETT

6560789	GH0000	ROC ENYDRIAL GEL LIMPEZA 200 ML	 	 	NÃO	Não atribuido	Johnson & Johnson, Lda	 	14,55	Unibrands	NETT

7337642	GH0000	FORMICA RUFA GRANULO  30CH 	 	 	NÃO	Não atribuido	 	 	7,15	LABORATOIRES BOIRON, S.A	NETT

6749283	GH0000	PRECISION XTRA TIRA PD X 50	 	N.D.	NÃO	Não atribuido	 	 	22,00	ABBOTT LABORATORIOS LDA       	Éticos

7733386	 	IODO TINTURA TINT IODO 30 ML PIPOFAR	 	 	NÃO	 	 	 	2,60	Omniconquest	Serviços

3074580	GH0809	SEROQUEL COMP 100 MG X 60	Quetiapina	Comprimido revestido por película	NÃO	Quetiapina | A101 | Oral | 100 mg | [21-60] unidades	 	Adulto: Esquizofrenia - dia 1: 50 mg; dia 2: 100 mg; dia 3: 200 mg; dia 4: 300 	31,51	AstraZeneca Produtos Farmacêuticos, Lda.	Éticos
3075389	GH0810	SEROQUEL COMP 200 MG X 60	Quetiapina	Comprimido revestido por película	NÃO	Quetiapina | A101 | Oral | 200 mg | [21-60] unidades	 	Adulto: Esquizofrenia - dia 1: 50 mg; dia 2: 100 mg; dia 3: 200 mg; dia 4: 300 	54,96	AstraZeneca Produtos Farmacêuticos, Lda.	Éticos
3339181	GH0000	YASMIN COMP REV X 21	Drospirenona + Etinilestradiol	Comprimido revestido por película	NÃO	Não atribuido	 	1 comp./dia, durante 21 dias. Reiniciar após intervalo de 7 dias 	11,28	Bayer Portugal, Lda.	Éticos
3322484	GH0000	ZIPOS SUSP OR 250 MG/5 ML 100ML	Cefuroxima	Granulado para suspensão oral	NÃO	Não atribuido	 	Adultos e crianças >40kg - 250-500mg 2x/dia; doença de Lyme: 500mg 2x/dia, 	17,99	Instituto Luso-Fármaco, Lda.	Éticos
3417292	GH0258	CARVEDILOL FARMOZ COMP REV 6,25 MG X 60	Carvedilol	Comprimido	SIM	Carvedilol | A101 | Oral | 6.25 mg | [21-60] unidades	 	Adultos – Angina de peito crónica estável: dose inicial de 12,5 mg 2 x/dia 	5,75	Farmoz - Sociedade Técnico Medicinal, S.A.	Éticos
3234283	GH0639	KESTINE COMP REV 10 MG X 20	Ebastina	Comprimido revestido por película	NÃO	Ebastina | A101 | Oral | 10 mg | [1-20] unidades	 	Adultos e idosos: Rinite alérgica: 10 mg/dia. Em caso de 	5,23	Almirall, S.A	Éticos
3292687	GH0000	PENTASA 1 G CART GRN 1 G X 60	Messalazina	Granulado de libertação modificada	NÃO	Não atribuido	 	Adultos e crianças – Colite ulcerosa: 2 a 4 g/dia em 3 a 4 doses durante a fase 	49,00	Ferring S.A.U.	Éticos
3294097	GH0000	GASTREX CAPS 30 MG X 14	Lansoprazol	Cápsula gastrorresistente	NÃO	Não atribuido	 	 	10,70	OM Pharma, S.A.	Éticos

3322989	GH0101	LOPERAMIDA MYLAN CAPS 2 MG X 20	Loperamida	Cápsula	SIM	Loperamida | A101 | Oral | 2 mg | [1-20] unidades	Meda Pharma - Produtos Farmacêuticos, S. A.	Diarreia aguda – Adultos e crianças > 9 anos: dose inicial de 4 mg, seguido de 2 	3,63	Mylan, Lda.	Éticos
3291481	GH0817	NEXIUM COMP ENT 20 MG X 56	Esomeprazol	Comprimido gastrorresistente	NÃO	Esomeprazol | A103 | Oral | 20 mg | [21-60] unidades	 	Adultos e adolescentes > 12 anos: 20 a 40 mg/dia, consoante a indicação 	17,43	Grünenthal, S.A.	Éticos
3291788	GH0818	NEXIUM COMP ENT 40 MG X 56	Esomeprazol	Comprimido gastrorresistente	NÃO	Esomeprazol | A103 | Oral | 40 mg | [21-60] unidades	 	Adultos e adolescentes > 12 anos: 20 a 40 mg/dia, consoante a indicação 	24,33	Grünenthal, S.A.	Éticos
7880740	GH0000	UNGUATOR RECIPIENTE  20/ 33 ML	 	 	NÃO	Não atribuido	 	 	0,00	INSTITUTO GALENICO	NETT

7880765	GH0000	UNGUATOR RECIPIENTE  50/ 70 ML	 	 	NÃO	Não atribuido	 	 	1,40	INSTITUTO GALENICO	NETT

7880773	GH0000	UNGUATOR RECIPIENTE 100/140 ML	 	 	NÃO	Não atribuido	 	 	2,20	INSTITUTO GALENICO	NETT

7880781	GH0000	UNGUATOR RECIPIENTE 200/280 ML	 	 	NÃO	Não atribuido	 	 	2,95	INSTITUTO GALENICO	NETT

7880799	GH0000	UNGUATOR RECIPIENTE 300/390 ML	 	 	NÃO	Não atribuido	 	 	18,50	INSTITUTO GALENICO	NETT
Listagem de Produtos

Filtros Aplicados: «Estado Produto» = 'Normal' E «Código» > '0' 
Farmácia: Vitorino	Contribuinte:	516877160

Avenida Bernardo Santareno, 24

7880807	GH0000	UNGUATOR RECIPIENTE 500/600 ML	 	 	NÃO	Não atribuido	 	 	4,70	INSTITUTO GALENICO	NETT

8758904	GH0000	LOMEXIN CR 2% 30 G	Fenticonazol	Creme	NÃO	Não atribuido	 	Creme: aplicação local 1 a 2 x/dia; Óvulos: 1 óvulo/dia 	5,00	Recordati Ireland Ltd.	Éticos
3431095	GH0075	FLUOXETINA CICLUM CAPS 20 MG X 60	Fluoxetina	Cápsula	SIM	Fluoxetina | A101 | Oral | 20 mg | [21-60] unidades	 	Adultos: 20 a 60 mg/dia, em função da indicação terapêutica 	3,56	Ciclum Farma Unipessoal, Lda.	Éticos
6561910	GH0000	MUSTELA DERMO PED STELATRIA DERMO REP 50 ML	 	 	NÃO	Não atribuido	Pharmascience Laboratórios	 	7,90	Expanscience	NETT

6562017	GH0000	LACTACYD INTIMO TOALHETE X 10	 	 	NÃO	Não atribuido	Omega-Pharma Portuguesa, Lda	 	4,95	Perrigo	NETT

7766428	GH0000	ACIDO BORICO PALHETAS MAIALAB 30 GR 	 	 	NÃO	Não atribuido	 	 	1,30	Maialab	NETT

6765677	GH0000	NUK CHUPETA N2 CHUP LATEX SORTIDA X 2	 	 	NÃO	Não atribuido	Laboratórios Vitória, S.A.	 	5,85	Faes Farma	NETT

6765685	GH0000	NUK CHUPETA N1 CHUP LATEX SORTIDA DORMIR X 2	 	 	NÃO	Não atribuido	Laboratórios Vitória, S.A.	 	4,90	Faes Farma	NETT

6765750	GH0000	NUK CHUPETA N1 CHUP LATEX SORTIDA X 2	 	 	NÃO	Não atribuido	Laboratórios Vitória, S.A.	 	5,85	Faes Farma	NETT

3482080	GH0000	DRILL TOSSE SECA XAR 5 MG/5 ML 200 ML	Dextrometorfano	Xarope	NÃO	Não atribuido	Penso Farma, Lda	Adultos e crianças > 12 anos: 10 a 20 mg de 4-4 h ou 30 mg cada 6-8 h (dose 	6,95	Pierre Fabre Dermo-Cosmétique Portugal, Lda.	NETT
3480894	GH0532	TOPAMAX COMP 25 MG X 60	Topiramato	Comprimido revestido por película	NÃO	Topiramato | A101 | Oral | 25 mg | [21-60] unidades	 	Adulto - Em função da indicação, iniciar titulação com 25-50 mg, à noite, durante 	8,41	Janssen-Cilag Farmacêutica, Lda	Éticos
3481090	GH0534	TOPAMAX COMP 50 MG X 60	Topiramato	Comprimido revestido por película	NÃO	Topiramato | A101 | Oral | 50 mg | [21-60] unidades	 	Adulto - Em função da indicação, iniciar titulação com 25-50 mg, à noite, durante 	17,64	Janssen-Cilag Farmacêutica, Lda	Éticos
3481298	GH0535	TOPAMAX COMP 100 MG X 60	Topiramato	Comprimido revestido por película	NÃO	Topiramato | A101 | Oral | 100 mg | [21-60] unidades	 	Adulto - Em função da indicação, iniciar titulação com 25-50 mg, à noite, durante 	33,20	Janssen-Cilag Farmacêutica, Lda	Éticos
3232691	GH0000	RONIC COLIRIO 0,1% 5 ML	Dexametasona	Colírio, solução	NÃO	Não atribuido	Laboratórios Edol - Produtos Farmacêuticos, SA	Adultos e crianças – Afecções agudas graves: 1gota todas as horas; Afecções 	5,63	Laboratório Edol - Produtos Farmacêuticos, S.A.	Éticos
3474582	GH0000	SERTOPIC CR 2% 30 G	Sertaconazol	Creme	NÃO	Não atribuido	 	Adultos: aplicar 2 x/dia sobre a área afectada (duração do tratamento de 	5,82	Ferrer Portugal, S.A.	Éticos
3474681	GH0000	SERTOPIC PO 2% 30 G	Sertaconazol	Pó cutâneo	NÃO	Não atribuido	 	Aplicar o pó 1 ou 2 x/dia, de forma suave e uniforme sobre a lesão 	5,63	Ferrer Portugal, S.A.	Éticos
3474889	GH0000	SERTOPIC SOL TOP 2% 30 ML	Sertaconazol	Solução cutânea	NÃO	Não atribuido	 	Aplicar 1 a 2 x/dia, duração do tratamento de acordo com a indicação 	5,93	Ferrer Portugal, S.A.	Éticos
3474285	GH0000	VIBROCIL ACTILONG MENTOL 0,1% 10 ML	Xilometazolina	Solução para inalação por nebulização	NÃO	Não atribuido	Glaxo Smithkline Consumer Healthcare, Lda.	Adultos e crianças > 6 anos: 1 a 2 aplicações do nebulizador em cada narina 	7,95	GlaxoSmithKline Consumer Healthcare Produtos para a Saúde e Higiene Lda.	NETT
3417094	GH0000	ZELDILON 5% SOL CUT 5% 60 ML	Minoxidil	Solução cutânea	NÃO	Não atribuido	 	Aplicar 1 ml 2x/dia (manhã e noite). Podem ser necessário 4-8 meses, até ser 	24,03	Decomed Farmacêutica, Lda.	NETT
3486487	GH0000	FLUIMUCIL COMP DISP 200 MG X 20	Acetilcisteína	Comprimido dispersível	NÃO	Não atribuido	 	 	5,70	Zambon	NETT

3374485	GH0000	PEROXIBEN GELE 50 MG/G BSNG 30 GR	Peróxido de benzoílo	Gel	NÃO	Não atribuido	 	Aplicar: 1 a 2 x/dia, de acordo com a intensidade do processo e a tolerância da 	8,95	ISDIN - Laboratório Farmacêutico Unipessoal, Lda.	NETT
3374683	GH0000	PEROXIBEN GELE 100 MG/G BSNG 30 GR	Peróxido de benzoílo	Gel	NÃO	Não atribuido	 	Após Iavar a zona afectada com água e sabão, aplicar sobre a mesma com a 	5,44	ISDIN - Laboratório Farmacêutico Unipessoal, Lda.	Éticos
3273687	GH0896	ZYPREXA COMP REV  7,5 MG X 28	Olanzapina	Comprimido revestido	NÃO	Olanzapina | A101 | Oral | 7.5 mg | [21-60] unidades	 	Adulto - 5-20 mg/dia. Esquizofrenia: dose inicial recomendada de 10 mg/dia. 	41,30	Eli Lilly Nederland, B.V.	Éticos
6688465	GH0000	NUK TET N1 TETINA LATEX  P/ALIMENTOS X 2	 	 	NÃO	Não atribuido	Laboratórios Vitória, S.A.	 	3,90	Faes Farma	NETT

6765768	GH0000	TONIMER GEL NASAL 20 ML	 	 	NÃO	Não atribuido	 	 	14,75	Dermoteca	NETT

6562363	GH0000	CICALEINE FISSURAS 30 ML	 	 	NÃO	Não atribuido	Pharmascience Laboratórios	 	8,50	Expanscience	NETT

3431384	GH0063	ENALAPRIL HTZ CICLUM COMP (20+12,5) MG X 56	Enalapril + Hidroclorotiazida	Comprimido	SIM	Enalapril + Hidroclorotiazida | A101 | Oral | 20 mg + 12.5 mg | [21-60] unidades	 	Adultos: 1 comp./diaVia oral.	8,54	Ciclum Farma Unipessoal, Lda.	Éticos

3368289	GH0001	ACICLOVIR GENERIS COMP 200 MG X 25	Aciclovir	Comprimido	SIM	Aciclovir | A101 | Oral | 200 mg | [21-60] unidades	 	Adultos: Tratamento de inf. por herpes simplex 	6,68	Generis Farmacêutica, S.A.	Éticos
6565895	GH0000	MUSTELA BEBE GEL CR LIMP SUPERGORDO 200 ML	 	 	NÃO	Não atribuido	Pharmascience Laboratórios	 	8,45	LAB EXPANSCIENCE LDA	NETT

3404589	GH0179	ESPIRONOLACTONA ALTER COMP 100 MG X 60	Espironolactona	Comprimido revestido	SIM	Espironolactona | A101 | Oral | 100 mg | [21-60] unidades	 	Adultos: 25 a 400 mg/dia, de acordo com a indicação terapêutica. Crianças – 	9,09	Alter, S.A.	Éticos
3486792	GH0063	ENALAPRIL HTZ FARMOZ COMP (20+12,5) MG X 60	Enalapril + Hidroclorotiazida	Comprimido	SIM	Enalapril + Hidroclorotiazida | A101 | Oral | 20 mg + 12.5 mg | [21-60] unidades	 	Adultos: 1 comp./diaVia oral. Deglutir os comprimidos com auxílio de água. 	8,70	Farmoz - Sociedade Técnico Medicinal, S.A.	Éticos
3391083	GH0823	KEPPRA COMP REV 250 MG X 20	Levetiracetam	Comprimido revestido por película	NÃO	Levetiracetam | A101 | Oral | 250 mg | [1-20] unidades	 	Adulto, adolescente > 16 anos e criança >= 50 kg (monoterapia) - 1 comp., de 	6,13	UCB Pharma, S.A.	Éticos
3391380	GH0824	KEPPRA COMP REV 250 MG X 60	Levetiracetam	Comprimido revestido por película	NÃO	Levetiracetam | A101 | Oral | 250 mg | [21-60] unidades	 	Adulto, adolescente > 16 anos e criança >= 50 kg (monoterapia) - 1 comp., de 	19,66	UCB Pharma, S.A.	Éticos
3391984	GH0825	KEPPRA COMP REV 500 MG X 60	Levetiracetam	Comprimido revestido por película	NÃO	Levetiracetam | A101 | Oral | 500 mg | [21-60] unidades	 	Adulto, adolescente > 16 anos e criança >= 50 kg (monoterapia) - 250 mg, de 	37,49	UCB Pharma, S.A.	Éticos
3314382	GH0000	ACIDO ACETILSALICILICO RATIOPHARM COMP 500 MG X 20	Ácido acetilsalicílico	Comprimido	SIM	Não atribuido	 	Adultos e crianças > 12 anos: 1 a 2 comp. até 3x dia. Intervalos min de 	3,05	Teva B.V.	NETT
Listagem de Produtos

Filtros Aplicados: «Estado Produto» = 'Normal' E «Código» > '0' 
Farmácia: Vitorino	Contribuinte:	516877160

Avenida Bernardo Santareno, 24

3287083	GH0254	CAPTOPRIL HTZ RATIOPHARM COMP (50+25) MG X 60 	Captopril + Hidroclorotiazida	Comprimido	SIM	Captopril + Hidroclorotiazida | A101 | Oral | 50 mg + 25 mg | [21-60] unidades	 	Adultos: 1 comp./dia de manhãVia oral. Pode ser admin. com ou sem alimentos. 	8,70	Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.	Éticos
3320884	GH0175	DICLOFENAC RATIOPHARM COMP 50 MG X 20	Diclofenac	Comprimido gastrorresistente	SIM	Diclofenac | A103 | Oral | 50 mg | [1-20] unidades	 	Adultos e crianças > 50 kg: 50 a 150 mg/dia 	3,58	Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.	Éticos
3357688	GH0071	ENALAPRIL RATIOPHARM COMP  5 MG X  60	Enalapril	Comprimido	SIM	Enalapril | A101 | Oral | 5 mg | [21-60] unidades	 	Adultos – HTA: 5-20 mg/dia; Insuf. Cardíaca: iniciar com 2,5 mg/dia, com 	3,85	Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.	Éticos
3359585	GH0067	ENALAPRIL RATIOPHARM COMP 20 MG X 60	Enalapril	Comprimido	SIM	Enalapril | A101 | Oral | 20 mg | [21-60] unidades	 	Adultos – HTA: 5-20 mg/dia; Insuf. Cardíaca: iniciar com 2,5 mg/dia, com 	8,67	Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.	Éticos
3152881	GH0000	AZOPT COLIRIO 1% 5 ML	Brinzolamida	Colírio, suspensão	NÃO	Não atribuido	 	Adultos: 1 gota no saco conjuntival do(s) olho(s) afectado(s), 2 x/dia 	7,64	Novartis Europharm Limited	Éticos
3223096	GH0000	FLUCONAZOL LABESFAL CAPS 50 MG X 7	Fluconazol	Cápsula	NÃO	Não atribuido	 	 	12,30	Generis Farmacêutica, S.A.	Éticos

3223591	GH0000	FLUCONAZOL LABESFAL CAPS 150 MG X 2	Fluconazol	Cápsula	NÃO	Não atribuido	 	 	8,00	Generis Farmacêutica, S.A.	Éticos

3512688	GH0000	SERETAIDE INALADO INAL 25/ 50 MCG/D 120 D	Fluticasona + Salmeterol	Suspensão pressurizada para inalação	NÃO	Não atribuido	 	 	33,13	Glaxo Wellcome Farmacêutica, Lda.	Éticos

3512787	GH0000	SERETAIDE INALADO INAL 25/125 MCG/D 120 D	Fluticasona + Salmeterol	Suspensão pressurizada para inalação	NÃO	Não atribuido	 	 	34,80	Glaxo Wellcome Farmacêutica, Lda.	Éticos

3512886	GH0000	SERETAIDE INALADO INAL 25/250 MCG/D 120 D	Fluticasona + Salmeterol	Suspensão pressurizada para inalação	NÃO	Não atribuido	 	 	38,30	Glaxo Wellcome Farmacêutica, Lda.	Éticos

3493988	GH0000	EPINITRIL  5 SIST TRANSD 15,7 MG X 15	Nitroglicerina	Sistema transdérmico	NÃO	Não atribuido	 	Adultos: tratamento é iniciado, normalmente, com a aplicação do 	5,30	BGP Products, Unipessoal Lda.	Éticos
3494085	GH0000	EPINITRIL  5 SIST TRANSD 15,7 MG X 30	Nitroglicerina	Sistema transdérmico	NÃO	Não atribuido	 	Adultos: tratamento é iniciado, normalmente, com a aplicação do 	11,45	BGP Products, Unipessoal Lda.	Éticos
3494283	GH0000	EPINITRIL 10 SIAT TRANSD 31,37 MG X 30	Nitroglicerina	Sistema transdérmico	NÃO	Não atribuido	 	Adultos: tratamento é iniciado, normalmente, com a aplicação do 	13,30	BGP Products, Unipessoal Lda.	Éticos
7339606	GH0000	RUTA GRAVEOLENS GRANULO  9CH BOIRON	 	 	NÃO	Não atribuido	Farmácia Homeopatica de Santa Justa	 	10,05	Boiron	NETT

7881631	GH0000	CONTORNO COLAR COLAR CERV ESP  S C5	 	 	NÃO	Não atribuido	 	 	10,15	CINTAS CONTORNO   	NETT

7881656	GH0000	CONTORNO COLAR COLAR CERV ESP  M C5	 	 	NÃO	Não atribuido	 	 	10,30	CINTAS CONTORNO   	NETT

7881664	GH0000	CONTORNO COLAR CERVICAL ESP  L C5	 	 	NÃO	Não atribuido	 	 	11,40	CINTAS CONTORNO   	NETT

7881672	GH0000	ALMOFADA CIRCULAR C/FORRO P14	 	 	NÃO	Não atribuido	 	 	37,40	CINTAS CONTORNO   	NETT

7881706	GH0000	CALCANHEIRA CONTORNO ANTI ESCARA REF R3	 	 	NÃO	Não atribuido	 	 	12,99	CINTAS CONTORNO   	NETT

7881797	GH0000	CONTORNO BANDA BANDA UMBIL T1 135 FECHO	 	 	NÃO	Não atribuido	 	 	3,25	CINTAS CONTORNO   	NETT

3352788	GH0000	OMEPRAZOL MYLAN CAPS 20 MG X 56	Omeprazol	Cápsula gastrorresistente	SIM	Não atribuido	Meda Pharma - Produtos Farmacêuticos, S. A.	Adultos: dose usual é de 20 mg/dia	8,50	Mylan, Lda.	Éticos

3281789	GH0000	FRAGMIN INJ SER 7500 UI/0,3ML X 5	Dalteparina sódica	Solução injetável	NÃO	Não atribuido	 	 	28,37	Laboratórios Pfizer, Lda.	Éticos

3277480	GH0000	ENTOCORT ENEMA 2,3 MG X 7	Budesonida	Comprimido para suspensão retal	NÃO	Não atribuido	 	 	37,22	Tillotts Pharma GmbH	Éticos

6765982	 	MACK S TAMPAO OTO SIL BRANCO X 4	 	 	NÃO	 	Crefar Rep., Lda.	 	4,95	Crefar	NETT

7882415	GH0000	PEETH MAO MAO ELAST MED 571	 	 	NÃO	Não atribuido	 	 	10,95	PEETH             	NETT

3401395	GH0000	CLOTRIMAZOL LABESFAL CR VAG 1% 40 GR	Clotrimazol	Creme vaginal	NÃO	Não atribuido	 	Adultos: 5 g/dia ao deitar (durante 6-12 dias) 	3,95	Generis Farmacêutica, S.A.	NETT
3401494	GH0000	CLOTRIMAZOL LABESFAL CR 1% 20 GR	Clotrimazol	Creme	NÃO	Não atribuido	 	Adultos: aplicar 2 x/dia sobre as zonas afectadas, duração do tratamento de 	1,08	Generis Farmacêutica, S.A.	NETT
3502481	GH0890	SINGULAIR INFANTIL COMP MAST 4,16 MG X 28	Montelucaste	Comprimido para mastigar	NÃO	Montelucaste | A106 | Oral | 4 mg | [21-60] unidades	 	Crianças 2-5 anos: 1 comp. (4 mg) por dia, tomado à noite 	15,00	Organon Portugal, Sociedade Unipessoal, Lda.	Éticos
3549185	GH0000	OFTACILOX COLIRIO 0,3% 5 ML	Ciprofloxacina	Colírio, solução	NÃO	Não atribuido	 	Adulto, recém-nascido (0-27 dias), bebés (28 dias-23meses), criança (2-11 anos) e 	4,59	NTC, Srl	Éticos
3416898	GH0075	FLUOXETINA ZENTIVA CAPS 20 MG X 60	Fluoxetina	Cápsula	SIM	Fluoxetina | A101 | Oral | 20 mg | [21-60] unidades	 	Adulto e idoso: Episódio depressivo major - 1-3 cáps./dia. Perturbação 	4,60	Zentiva Portugal, Lda.	Éticos
3418290	GH0000	CARVEDILOL CORONAT COMP 25 MG X 10	Carvedilol	Comprimido	SIM	Não atribuido	 	Adultos – HTA: iniciar com 12,5 mg/dia durante 2 dias, após este período 	5,87	Pentafarma - Sociedade Técnico-Medicinal, S.A.	Éticos
3532686	GH0000	LAMISIL SOL TOP AER 10 MG/G 15 ML	Terbinafina	Solução para pulverização cutânea	NÃO	Não atribuido	 	Adultos – Sol. p/pulverização e creme: 1 a 2 x/dia de acordo com a indicação 	7,75	GlaxoSmithKline Consumer Healthcare Produtos para a Saúde e Higiene Lda.	Éticos
3546587	GH0000	DECADRON COMP 0,5 MG X 20	Dexametasona	Comprimido	NÃO	Não atribuido	 	18/07/05 (MERCK)	2,76	Laboratório Medinfar - Produtos Farmacêuticos, S.A.	Éticos

3546686	GH0000	DECADRON COMP 0,5 MG X 60	Dexametasona	Comprimido	NÃO	Não atribuido	 	18/07/05 (MERCK)	4,94	Laboratório Medinfar - Produtos Farmacêuticos, S.A.	Éticos

7732933	GH0000	AGUA OXIGENADA AG OX 10 V 500 ML ALIAND	 	N.A.	NÃO	Não atribuido	 	 	0,75	Aliand	NETT
Listagem de Produtos

Filtros Aplicados: «Estado Produto» = 'Normal' E «Código» > '0' 
Farmácia: Vitorino	Contribuinte:	516877160

Avenida Bernardo Santareno, 24

7732941	GH0000	AGUA OXIGENADA 10 V 250 ML ALIAND	 	N.A.	NÃO	Não atribuido	 	 	0,60	Aliand	NETT

7732966	GH0000	SORO FISIOLOGICO GTS 30 ML ALIAND	 	 	NÃO	Não atribuido	 	 	0,50	Aliand	NETT

7732982	GH0000	IODO TINTURA 6% 30 ML 	 	 	NÃO	Não atribuido	 	 	2,10	Aliand	NETT

7733006	GH0000	EOSINA SOL TOP 60 ML ALIAND	 	 	NÃO	Não atribuido	 	 	0,65	Aliand	NETT

7733022	GH0000	OLEO AMENDOAS DOCES 1L	 	 	NÃO	Não atribuido	 	 	9,15	Aliand	NETT

7733030	GH0000	GLICERINA 60 ML ALIAND	 	 	NÃO	Não atribuido	 	 	1,50	Aliand	NETT

7733048	GH0000	SOLUTO DAKIN SOL TOP 1 L ALIAND	 	N.A.	NÃO	Não atribuido	 	 	1,85	Aliand	NETT

7340174	GH0000	PREVEGYNE COMP VAG 250 MG X 6	 	 	NÃO	Não atribuido	 	 	12,70	Biowise	NETT

6564088	GH0000	LETIBALM BALSAMO REP NARIZ LAB 10 ML	 	 	NÃO	Não atribuido	Logista Pharma	 	5,95	LETI Pharma	NETT

7733543	GH0000	PARAFINA PARAFINA 1 KG PRONALAB	 	 	NÃO	Não atribuido	 	 	9,75	JOSE MANUEL GOMES DOS SANTOS	NETT

6564393	GH0000	UREADIN 20 CR UREIA 20% 100 ML	 	 	NÃO	Não atribuido	 	 	15,95	Isdin	NETT

6766360	GH0000	INTERAPOTHEK COTONETE X 100	 	 	NÃO	Não atribuido	 	 	1,20	MERCAFAR          	NETT

6766378	GH0000	INTERAPOTHEK COTONETE SEGURANCA X 50	 	 	NÃO	Não atribuido	 	 	2,40	MERCAFAR          	NETT

6766410	GH0000	INTERAPOTHEK TALCO 200 G	 	 	NÃO	Não atribuido	 	 	2,50	MERCAFAR          	NETT

3540598	GH0000	TRIFENE DISPERSIVEL 200MG COMP X 20	Ibuprofeno	Comprimido dispersível	NÃO	Não atribuido	Medinfar	Adultos e crianças > 12 anos: 1 ou 2 comp. 1 a 3 x/dia. (Dose máxima diária: 	4,30	Medinfar Consumer Health - Produtos Farmacêuticos, Lda.	NETT
3520186	GH0000	ZADITEN COLIRIO 0,025 % 5 ML	Cetotifeno	Colírio, solução	NÃO	Não atribuido	 	Adultos: 1 gota no saco conjuntival 2 x/dia 	9,50	Laboratoires Théa	NETT
